Time ,cost ,responseTime ,throughput ,numberOfVMs , ongoingAction, targetedNodeID
Wed Feb 12 17:56:04 UTC 2014,0.36,6.3333,153,3,,
Wed Feb 12 17:56:16 UTC 2014,0.36,6.3333,153,3,,
Wed Feb 12 17:56:24 UTC 2014,0.36,5.6667,144,3,,
Wed Feb 12 17:56:30 UTC 2014,0.36,5.6667,144,3,,
Wed Feb 12 17:56:42 UTC 2014,0.36,2.3333,75,3,,
Wed Feb 12 17:56:53 UTC 2014,0.36,2.3333,75,3,,
Wed Feb 12 17:57:06 UTC 2014,0.36,5.6667,242,3,,
Wed Feb 12 17:57:18 UTC 2014,0.36,5.6667,242,3,,
Wed Feb 12 17:57:24 UTC 2014,0.36,5.6667,242,3,,
Wed Feb 12 17:57:35 UTC 2014,0.36,5.6667,242,3,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:57:57 UTC 2014,0.36,5.6667,242,3,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:58:09 UTC 2014,0.36,4,141,3,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:58:23 UTC 2014,0.36,4,0,3,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:58:34 UTC 2014,0.36,0,0,3,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:58:46 UTC 2014,0.36,0,0,3,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:58:57 UTC 2014,0.36,0,0,3,,
Wed Feb 12 17:59:06 UTC 2014,0.36,0,0,3,,
Wed Feb 12 17:59:14 UTC 2014,0.36,0,0,3,,
Wed Feb 12 17:59:20 UTC 2014,0.48,0,0,4,,
Wed Feb 12 17:59:31 UTC 2014,0.48,0,0,4,,
Wed Feb 12 17:59:49 UTC 2014,0.48,0,0,4,,
Wed Feb 12 18:00:01 UTC 2014,0.48,0,0,4,,
Wed Feb 12 18:00:12 UTC 2014,0.48,0.75,39,4,,
Wed Feb 12 18:00:20 UTC 2014,0.48,0.75,39,4,,
Wed Feb 12 18:00:33 UTC 2014,0.48,0.75,39,4,,
Wed Feb 12 18:00:40 UTC 2014,0.48,0,0,4,,
Wed Feb 12 18:00:48 UTC 2014,0.48,0,0,4,,
Wed Feb 12 18:00:55 UTC 2014,0.48,0,0,4,,
Wed Feb 12 18:01:05 UTC 2014,0.48,4.25,97,4,,
Wed Feb 12 18:01:19 UTC 2014,0.48,4.25,97,4,,
Wed Feb 12 18:01:33 UTC 2014,0.48,3.5,86,4,,
Wed Feb 12 18:01:46 UTC 2014,0.48,3.5,86,4,,
Wed Feb 12 18:01:54 UTC 2014,0.48,3.5,86,4,,
Wed Feb 12 18:02:01 UTC 2014,0.48,3.5,86,4,,
Wed Feb 12 18:02:09 UTC 2014,0.48,5.5,194,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:02:26 UTC 2014,0.48,5.5,194,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:02:43 UTC 2014,0.48,6,272,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:03:00 UTC 2014,0.48,6,272,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:03:11 UTC 2014,0.48,7.5,353,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:03:22 UTC 2014,0.48,7.5,353,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:03:32 UTC 2014,0.48,7.5,93,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:03:43 UTC 2014,0.48,25.25,93,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:03:54 UTC 2014,0.48,25.25,93,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:04:03 UTC 2014,0.48,4.5,22,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:04:14 UTC 2014,0.48,4.5,22,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:04:26 UTC 2014,0.48,5.75,275,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:04:37 UTC 2014,0.48,5.75,275,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:04:48 UTC 2014,0.48,6.25,345,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:05:01 UTC 2014,0.48,6.25,345,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:05:17 UTC 2014,0.48,5.25,188,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:05:30 UTC 2014,0.48,5.25,188,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:05:41 UTC 2014,0.48,5.5,148,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:05:56 UTC 2014,0.48,5.5,148,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:06:10 UTC 2014,0.48,0,0,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:06:28 UTC 2014,0.48,0,0,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:06:38 UTC 2014,0.48,0,0,4,,
Wed Feb 12 18:06:45 UTC 2014,0.48,0,0,4,,
Wed Feb 12 18:06:53 UTC 2014,0.48,0,0,4,,
Wed Feb 12 18:07:02 UTC 2014,0.48,0,0,4,,
Wed Feb 12 18:07:14 UTC 2014,0.48,1.25,1,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:07:28 UTC 2014,0.48,1.25,1,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:07:39 UTC 2014,0.48,1.25,1,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:07:54 UTC 2014,0.48,2.25,50,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:08:05 UTC 2014,0.48,2.25,50,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:08:17 UTC 2014,0.48,0,0,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:08:28 UTC 2014,0.48,0,0,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:08:39 UTC 2014,0.48,0,0,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:08:52 UTC 2014,0.48,0,0,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:09:03 UTC 2014,0.48,0,0,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:09:12 UTC 2014,0.48,1.5,23,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:09:25 UTC 2014,0.48,1.5,23,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:09:35 UTC 2014,0.48,0,0,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:09:46 UTC 2014,0.48,0,0,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:10:03 UTC 2014,0.48,0,0,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:10:16 UTC 2014,0.48,5.25,195,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:10:30 UTC 2014,0.48,3.5,148,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:10:44 UTC 2014,0.48,3.5,148,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:10:55 UTC 2014,0.48,6,125,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:11:06 UTC 2014,0.48,6,125,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:11:18 UTC 2014,0.48,6,125,4,,
Wed Feb 12 18:11:30 UTC 2014,0.48,6,125,4,,
Wed Feb 12 18:11:36 UTC 2014,0.48,3.5,154,4,,
Wed Feb 12 18:11:43 UTC 2014,0.48,4.75,150,4,,
Wed Feb 12 18:12:03 UTC 2014,0.48,4.75,150,4,,
Wed Feb 12 18:12:10 UTC 2014,0.48,4.75,150,4,,
Wed Feb 12 18:12:32 UTC 2014,0.48,4.75,249,4,,
Wed Feb 12 18:12:45 UTC 2014,0.48,4.75,249,4,,
Wed Feb 12 18:12:51 UTC 2014,0.48,4.5,170,4,,
Wed Feb 12 18:13:09 UTC 2014,0.48,4.5,170,4,,
Wed Feb 12 18:13:19 UTC 2014,0.48,4.5,170,4,,
Wed Feb 12 18:13:30 UTC 2014,0.48,4.5,170,4,,
Wed Feb 12 18:13:36 UTC 2014,0.48,4.5,170,4,,
Wed Feb 12 18:13:44 UTC 2014,0.48,4.5,123,4,,
Wed Feb 12 18:13:56 UTC 2014,0.48,4.5,123,4,,
Wed Feb 12 18:14:05 UTC 2014,0.48,3.25,149,4,,
Wed Feb 12 18:14:16 UTC 2014,0.48,3.25,149,4,,
Wed Feb 12 18:14:23 UTC 2014,0.48,3.25,149,4,,
Wed Feb 12 18:14:30 UTC 2014,0.48,4.5,208,4,,
Wed Feb 12 18:14:42 UTC 2014,0.48,4.5,208,4,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 18:14:56 UTC 2014,0.48,2.25,23,4,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 18:15:08 UTC 2014,0.48,2.25,0,4,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 18:15:23 UTC 2014,0.48,0,0,4,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 18:15:34 UTC 2014,0.48,0,0,4,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 18:15:51 UTC 2014,0.48,0,0,4,,
Wed Feb 12 18:15:59 UTC 2014,0.48,0,0,4,,
Wed Feb 12 18:16:14 UTC 2014,0.48,0,0,4,,
Wed Feb 12 18:16:27 UTC 2014,0.48,0,0,4,,
Wed Feb 12 18:16:35 UTC 2014,0.48,0,0,4,,
Wed Feb 12 18:16:50 UTC 2014,0.48,0,0,4,,
Wed Feb 12 18:16:57 UTC 2014,0.48,0,0,4,,
Wed Feb 12 18:17:09 UTC 2014,0.48,0,0,4,,
Wed Feb 12 18:17:19 UTC 2014,0.48,0,0,4,,
Wed Feb 12 18:17:32 UTC 2014,0.48,0,0,4,,
Wed Feb 12 18:17:43 UTC 2014,0.48,0,0,4,,
Wed Feb 12 18:17:52 UTC 2014,0.48,4,104,4,,
Wed Feb 12 18:18:05 UTC 2014,0.48,4,104,4,,
Wed Feb 12 18:18:17 UTC 2014,0.48,0,0,4,,
Wed Feb 12 18:18:29 UTC 2014,0.48,6.25,257,4,,
Wed Feb 12 18:18:43 UTC 2014,0.48,6.25,257,4,,
Wed Feb 12 18:18:54 UTC 2014,0.48,6.25,257,4,,
Wed Feb 12 18:19:09 UTC 2014,0.48,6.25,257,4,,
Wed Feb 12 18:19:24 UTC 2014,0.48,6.25,257,4,,
Wed Feb 12 18:19:31 UTC 2014,0.48,8.25,188,4,,
Wed Feb 12 18:19:41 UTC 2014,0.48,8.25,188,4,,
Wed Feb 12 18:19:53 UTC 2014,0.48,8,217,4,,
Wed Feb 12 18:20:00 UTC 2014,0.48,8,217,4,,
Wed Feb 12 18:20:20 UTC 2014,0.48,8.25,172,4,,
Wed Feb 12 18:20:32 UTC 2014,0.48,8.25,172,4,,
Wed Feb 12 18:20:40 UTC 2014,0.48,17.25,192,4,,
Wed Feb 12 18:21:02 UTC 2014,0.48,17.25,192,4,,
Wed Feb 12 18:21:09 UTC 2014,0.48,17.25,209,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 18:21:37 UTC 2014,0.48,4.75,209,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 18:21:49 UTC 2014,0.48,4.75,209,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 18:22:00 UTC 2014,0.48,4.75,209,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 18:22:12 UTC 2014,0.48,4.75,209,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 18:22:22 UTC 2014,0.48,1.25,96,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 18:22:33 UTC 2014,0.48,1.25,96,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 18:22:48 UTC 2014,0.48,1.25,96,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 18:23:05 UTC 2014,0.48,1.25,96,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 18:23:17 UTC 2014,0.48,5.5,282,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 18:23:32 UTC 2014,0.48,5.5,282,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 18:23:45 UTC 2014,0.48,5.3333,258,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 18:24:01 UTC 2014,0.48,5.3333,0,3,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 18:24:16 UTC 2014,0.36,0,0,3,,
Wed Feb 12 18:24:23 UTC 2014,0.36,0,0,3,,
Wed Feb 12 18:24:32 UTC 2014,0.36,0,0,3,,
Wed Feb 12 18:24:41 UTC 2014,0.36,0,0,3,,
Wed Feb 12 18:24:46 UTC 2014,0.36,0,0,3,,
Wed Feb 12 18:25:00 UTC 2014,0.36,0,0,3,,
Wed Feb 12 18:25:12 UTC 2014,0.36,0,0,3,,
Wed Feb 12 18:25:30 UTC 2014,0.36,0,0,3,,
Wed Feb 12 18:25:36 UTC 2014,0.36,0,0,3,,
Wed Feb 12 18:25:48 UTC 2014,0.36,0,0,3,,
Wed Feb 12 18:26:01 UTC 2014,0.36,0,0,3,,
Wed Feb 12 18:26:08 UTC 2014,0.36,0,0,3,,
Wed Feb 12 18:26:15 UTC 2014,0.36,8,78,3,,
Wed Feb 12 18:26:24 UTC 2014,0.36,8,78,3,,
Wed Feb 12 18:26:34 UTC 2014,0.36,8,78,3,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 18:26:45 UTC 2014,0.36,2,38,3,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 18:27:05 UTC 2014,0.36,0,0,3,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 18:27:20 UTC 2014,0.36,5.3333,324,3,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 18:27:34 UTC 2014,0.36,5.3333,324,3,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 18:27:50 UTC 2014,0.36,5.3333,324,3,,
Wed Feb 12 18:28:01 UTC 2014,0.36,4.6667,275,3,,
Wed Feb 12 18:28:14 UTC 2014,0.36,4.6667,275,3,,
Wed Feb 12 18:28:25 UTC 2014,0.36,5.3333,208,3,,
Wed Feb 12 18:28:33 UTC 2014,0.36,5.3333,208,3,,
Wed Feb 12 18:28:53 UTC 2014,0.36,5.6667,126,3,,
Wed Feb 12 18:29:04 UTC 2014,0.36,5.6667,126,3,,
Wed Feb 12 18:29:19 UTC 2014,0.36,5.6667,126,3,,
Wed Feb 12 18:29:32 UTC 2014,0.36,5.6667,126,3,,
Wed Feb 12 18:29:45 UTC 2014,0.36,7.6667,168,3,,
Wed Feb 12 18:29:56 UTC 2014,0.36,7.6667,168,3,,
Wed Feb 12 18:30:07 UTC 2014,0.36,6.6667,131,3,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 18:30:22 UTC 2014,0.36,7.6667,213,3,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 18:30:39 UTC 2014,0.36,7.6667,213,3,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 18:30:50 UTC 2014,0.36,7.6667,213,3,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 18:31:04 UTC 2014,0.36,5.6667,285,3,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 18:31:17 UTC 2014,0.36,5.6667,285,3,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 18:31:28 UTC 2014,0.48,5.6667,285,4,,
Wed Feb 12 18:31:39 UTC 2014,0.48,5.6667,285,4,,
Wed Feb 12 18:31:49 UTC 2014,0.48,7.3333,78,4,,
Wed Feb 12 18:32:06 UTC 2014,0.48,7.3333,78,4,,
Wed Feb 12 18:32:15 UTC 2014,0.48,7.3333,78,4,,
Wed Feb 12 18:32:24 UTC 2014,0.48,0,0,4,,
Wed Feb 12 18:32:39 UTC 2014,0.48,0,0,4,,
Wed Feb 12 18:32:52 UTC 2014,0.48,0,0,4,,
Wed Feb 12 18:33:05 UTC 2014,0.48,0,0,4,,
Wed Feb 12 18:33:11 UTC 2014,0.48,0,0,4,,
Wed Feb 12 18:33:25 UTC 2014,0.48,0,0,4,,
Wed Feb 12 18:33:32 UTC 2014,0.48,0,0,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:33:52 UTC 2014,0.48,0,0,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:34:07 UTC 2014,0.48,0,0,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:34:20 UTC 2014,0.48,0,0,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:34:33 UTC 2014,0.48,0,0,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:34:47 UTC 2014,0.48,0,0,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:34:57 UTC 2014,0.48,5,77,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:35:09 UTC 2014,0.48,5,77,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:35:22 UTC 2014,0.48,5,77,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:35:32 UTC 2014,0.48,0,0,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:35:44 UTC 2014,0.48,0,0,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:36:00 UTC 2014,0.48,0,0,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:36:10 UTC 2014,0.48,0,0,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:36:22 UTC 2014,0.48,7.5,216,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:36:36 UTC 2014,0.48,7.5,216,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:36:52 UTC 2014,0.48,6,343,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:37:03 UTC 2014,0.48,4.25,87,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:37:19 UTC 2014,0.48,4.25,87,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:37:30 UTC 2014,0.48,4.25,87,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:37:45 UTC 2014,0.48,4.25,87,4,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:37:58 UTC 2014,0.48,9,324,4,,
Wed Feb 12 18:38:06 UTC 2014,0.48,9,324,4,,
Wed Feb 12 18:38:21 UTC 2014,0.48,5.75,187,4,,
Wed Feb 12 18:38:29 UTC 2014,0.48,5.75,187,4,,
Wed Feb 12 18:38:47 UTC 2014,0.48,5,188,4,,
Wed Feb 12 18:38:58 UTC 2014,0.48,5,188,4,,
Wed Feb 12 18:39:13 UTC 2014,0.48,5.25,112,4,,
Wed Feb 12 18:39:24 UTC 2014,0.48,5.25,112,4,,
Wed Feb 12 18:39:37 UTC 2014,0.48,6,109,4,,
Wed Feb 12 18:39:44 UTC 2014,0.48,6,109,4,,
Wed Feb 12 18:40:00 UTC 2014,0.48,5.5,153,4,,
Wed Feb 12 18:40:10 UTC 2014,0.48,5.5,153,4,,
Wed Feb 12 18:40:28 UTC 2014,0.48,5.5,153,4,,
Wed Feb 12 18:40:45 UTC 2014,0.48,5.5,153,4,,
Wed Feb 12 18:40:56 UTC 2014,0.48,9,144,4,,
Wed Feb 12 18:41:12 UTC 2014,0.48,9,144,4,,
Wed Feb 12 18:41:20 UTC 2014,0.48,9,144,4,,
Wed Feb 12 18:41:36 UTC 2014,0.48,4.25,91,4,,
Wed Feb 12 18:41:46 UTC 2014,0.48,4.25,91,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 18:42:01 UTC 2014,0.48,0,0,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 18:42:13 UTC 2014,0.48,0,0,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 18:42:30 UTC 2014,0.48,0,0,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 18:42:40 UTC 2014,0.48,0,0,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 18:42:52 UTC 2014,0.48,0,0,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 18:43:04 UTC 2014,0.48,0,0,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 18:43:25 UTC 2014,0.48,0,0,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 18:43:37 UTC 2014,0.48,0,0,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 18:43:48 UTC 2014,0.48,0,0,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 18:44:03 UTC 2014,0.48,0,0,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 18:44:14 UTC 2014,0.48,0,0,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 18:44:29 UTC 2014,0.48,1.3333,87,4,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 18:44:39 UTC 2014,0.36,5,179,3,,
Wed Feb 12 18:44:57 UTC 2014,0.36,5,179,3,,
Wed Feb 12 18:45:10 UTC 2014,0.36,5.3333,149,3,,
Wed Feb 12 18:45:26 UTC 2014,0.36,5.3333,149,3,,
Wed Feb 12 18:45:37 UTC 2014,0.36,5.3333,149,3,,
Wed Feb 12 18:45:51 UTC 2014,0.36,5.3333,149,3,,
Wed Feb 12 18:46:05 UTC 2014,0.36,4,161,3,,
Wed Feb 12 18:46:21 UTC 2014,0.36,3,16,3,,
Wed Feb 12 18:46:31 UTC 2014,0.36,3,16,3,,
Wed Feb 12 18:46:39 UTC 2014,0.36,3,16,3,,
Wed Feb 12 18:46:47 UTC 2014,0.36,4.6667,173,3,,
Wed Feb 12 18:47:00 UTC 2014,0.36,4.6667,173,3,,
Wed Feb 12 18:47:09 UTC 2014,0.36,4.6667,303,3,,
Wed Feb 12 18:47:27 UTC 2014,0.36,4.3333,185,3,,
Wed Feb 12 18:47:38 UTC 2014,0.36,4.3333,185,3,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:47:53 UTC 2014,0.36,5.3333,282,3,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:48:05 UTC 2014,0.36,5.3333,282,3,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:48:17 UTC 2014,0.36,0,0,3,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:48:33 UTC 2014,0.36,0,0,3,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:48:45 UTC 2014,0.36,0,0,3,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:49:00 UTC 2014,0.36,0,0,3,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:49:16 UTC 2014,0.36,0,0,3,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:49:30 UTC 2014,0.36,0,0,3,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:49:42 UTC 2014,0.36,0,0,3,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:49:54 UTC 2014,0.36,0,0,3,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:50:05 UTC 2014,0.36,1.6667,3,3,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:50:16 UTC 2014,0.36,1.6667,3,3,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:50:30 UTC 2014,0.36,1.6667,29,3,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:50:41 UTC 2014,0.36,1.6667,0,3,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Wed Feb 12 18:50:56 UTC 2014,0.36,0,0,3,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
