Time ,cost ,numberOfClients ,numberOfVMs , ongoingAction, targetedNodeID
Wed Feb 12 17:01:29 UTC 2014,0.12,0,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:01:40 UTC 2014,0.12,0,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:01:56 UTC 2014,0.12,0,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:02:07 UTC 2014,0.12,0,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:02:19 UTC 2014,0.12,0,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:02:29 UTC 2014,0.12,49,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:02:44 UTC 2014,0.12,49,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:03:00 UTC 2014,0.12,66,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:03:09 UTC 2014,0.12,66,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:03:18 UTC 2014,0.12,66,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:03:30 UTC 2014,0.12,66,1,,
Wed Feb 12 17:03:41 UTC 2014,0.12,109,1,,
Wed Feb 12 17:03:53 UTC 2014,0.12,109,1,,
Wed Feb 12 17:04:06 UTC 2014,0.12,140,1,,
Wed Feb 12 17:04:14 UTC 2014,0.12,140,1,,
Wed Feb 12 17:04:28 UTC 2014,0.12,108,1,,
Wed Feb 12 17:04:41 UTC 2014,0.12,108,1,,
Wed Feb 12 17:04:48 UTC 2014,0.12,108,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:04:59 UTC 2014,0.12,198,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:05:14 UTC 2014,0.12,198,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:05:24 UTC 2014,0.12,198,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:05:37 UTC 2014,0.12,42,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:05:50 UTC 2014,0.12,42,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:06:01 UTC 2014,0.12,303,1,,
Wed Feb 12 17:06:08 UTC 2014,0.12,303,1,,
Wed Feb 12 17:06:15 UTC 2014,0.12,303,1,,
Wed Feb 12 17:06:32 UTC 2014,0.12,303,1,,
Wed Feb 12 17:06:43 UTC 2014,0.12,164,1,,
Wed Feb 12 17:07:01 UTC 2014,0.12,164,1,,
Wed Feb 12 17:07:08 UTC 2014,0.12,164,1,,
Wed Feb 12 17:07:20 UTC 2014,0.12,0,1,,
Wed Feb 12 17:07:33 UTC 2014,0.12,0,1,,
Wed Feb 12 17:07:41 UTC 2014,0.12,182,1,,
Wed Feb 12 17:07:53 UTC 2014,0.12,182,1,,
Wed Feb 12 17:08:03 UTC 2014,0.12,165,1,,
Wed Feb 12 17:08:10 UTC 2014,0.12,165,1,,
Wed Feb 12 17:08:22 UTC 2014,0.12,242,1,,
Wed Feb 12 17:08:36 UTC 2014,0.12,242,1,,
Wed Feb 12 17:08:49 UTC 2014,0.12,484,1,,
Wed Feb 12 17:08:56 UTC 2014,0.12,484,1,,
Wed Feb 12 17:09:12 UTC 2014,0.12,484,1,,
Wed Feb 12 17:09:22 UTC 2014,0.12,484,1,,
Wed Feb 12 17:09:36 UTC 2014,0.12,183,1,,
Wed Feb 12 17:09:53 UTC 2014,0.12,183,1,,
Wed Feb 12 17:10:00 UTC 2014,0.12,29,1,,
Wed Feb 12 17:10:15 UTC 2014,0.12,29,1,,
Wed Feb 12 17:10:21 UTC 2014,0.12,29,1,,
Wed Feb 12 17:10:29 UTC 2014,0.12,29,1,,
Wed Feb 12 17:10:38 UTC 2014,0.12,180,1,,
Wed Feb 12 17:10:49 UTC 2014,0.12,180,1,,
Wed Feb 12 17:11:02 UTC 2014,0.12,180,1,,
Wed Feb 12 17:11:13 UTC 2014,0.12,180,1,,
Wed Feb 12 17:11:21 UTC 2014,0.12,180,1,,
Wed Feb 12 17:11:27 UTC 2014,0.12,21,1,,
Wed Feb 12 17:11:35 UTC 2014,0.12,21,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:11:54 UTC 2014,0.12,51,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:12:06 UTC 2014,0.12,51,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:12:16 UTC 2014,0.12,51,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:12:26 UTC 2014,0.12,44,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:12:36 UTC 2014,0.12,44,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:12:49 UTC 2014,0.12,91,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:12:57 UTC 2014,0.12,91,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:13:11 UTC 2014,0.12,91,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:13:21 UTC 2014,0.12,91,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:13:31 UTC 2014,0.12,19,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:13:40 UTC 2014,0.12,19,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:13:52 UTC 2014,0.12,19,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:14:04 UTC 2014,0.12,0,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:14:16 UTC 2014,0.12,0,1,,
Wed Feb 12 17:14:23 UTC 2014,0.12,38,1,,
Wed Feb 12 17:14:30 UTC 2014,0.12,38,1,,
Wed Feb 12 17:14:40 UTC 2014,0.12,38,1,,
Wed Feb 12 17:14:51 UTC 2014,0.12,38,1,,
Wed Feb 12 17:14:59 UTC 2014,0.12,38,1,,
Wed Feb 12 17:15:09 UTC 2014,0.12,69,1,,
Wed Feb 12 17:15:22 UTC 2014,0.12,69,1,,
Wed Feb 12 17:15:33 UTC 2014,0.12,189,1,,
Wed Feb 12 17:15:53 UTC 2014,0.12,189,1,,
Wed Feb 12 17:16:03 UTC 2014,0.12,0,1,,
Wed Feb 12 17:16:13 UTC 2014,0.12,0,1,,
Wed Feb 12 17:16:21 UTC 2014,0.12,0,1,,
Wed Feb 12 17:16:36 UTC 2014,0.12,0,1,,
Wed Feb 12 17:16:43 UTC 2014,0.12,0,1,,
Wed Feb 12 17:16:51 UTC 2014,0.12,12,1,,
Wed Feb 12 17:16:58 UTC 2014,0.12,12,1,,
Wed Feb 12 17:17:10 UTC 2014,0.12,364,1,,
Wed Feb 12 17:17:22 UTC 2014,0.12,364,1,,
Wed Feb 12 17:17:33 UTC 2014,0.12,129,1,,
Wed Feb 12 17:17:42 UTC 2014,0.12,129,1,,
Wed Feb 12 17:17:59 UTC 2014,0.12,0,1,,
Wed Feb 12 17:18:06 UTC 2014,0.12,0,1,,
Wed Feb 12 17:18:16 UTC 2014,0.12,359,1,,
Wed Feb 12 17:18:32 UTC 2014,0.12,359,1,,
Wed Feb 12 17:18:39 UTC 2014,0.12,359,1,,
Wed Feb 12 17:18:47 UTC 2014,0.12,359,1,,
Wed Feb 12 17:19:01 UTC 2014,0.12,143,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:19:15 UTC 2014,0.12,143,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:19:25 UTC 2014,0.12,143,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:19:43 UTC 2014,0.12,201,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:19:54 UTC 2014,0.12,400,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:20:07 UTC 2014,0.12,400,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:20:20 UTC 2014,0.12,400,1,,
Wed Feb 12 17:20:26 UTC 2014,0.12,91,1,,
Wed Feb 12 17:20:33 UTC 2014,0.12,91,1,,
Wed Feb 12 17:20:49 UTC 2014,0.12,91,1,,
Wed Feb 12 17:21:01 UTC 2014,0.12,91,1,,
Wed Feb 12 17:21:16 UTC 2014,0.12,94,1,,
Wed Feb 12 17:21:22 UTC 2014,0.12,94,1,,
Wed Feb 12 17:21:34 UTC 2014,0.12,94,1,,
Wed Feb 12 17:21:44 UTC 2014,0.12,135,1,,
Wed Feb 12 17:21:54 UTC 2014,0.12,135,1,,
Wed Feb 12 17:22:11 UTC 2014,0.12,135,1,,
Wed Feb 12 17:22:18 UTC 2014,0.12,0,1,,
Wed Feb 12 17:22:30 UTC 2014,0.12,0,1,,
Wed Feb 12 17:22:38 UTC 2014,0.12,0,1,,
Wed Feb 12 17:22:48 UTC 2014,0.12,14,1,,
Wed Feb 12 17:22:57 UTC 2014,0.12,14,1,,
Wed Feb 12 17:23:10 UTC 2014,0.12,0,1,,
Wed Feb 12 17:23:25 UTC 2014,0.12,0,1,,
Wed Feb 12 17:23:37 UTC 2014,0.12,0,1,,
Wed Feb 12 17:23:46 UTC 2014,0.12,0,1,,
Wed Feb 12 17:24:00 UTC 2014,0.12,0,1,,
Wed Feb 12 17:24:13 UTC 2014,0.12,0,1,,
Wed Feb 12 17:24:21 UTC 2014,0.12,0,1,,
Wed Feb 12 17:24:31 UTC 2014,0.12,0,1,,
Wed Feb 12 17:24:45 UTC 2014,0.12,0,1,,
Wed Feb 12 17:25:02 UTC 2014,0.12,0,1,,
Wed Feb 12 17:25:14 UTC 2014,0.12,0,1,,
Wed Feb 12 17:25:22 UTC 2014,0.12,0,1,,
Wed Feb 12 17:25:32 UTC 2014,0.12,0,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:25:52 UTC 2014,0.12,0,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:26:05 UTC 2014,0.12,0,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:26:15 UTC 2014,0.12,0,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:26:26 UTC 2014,0.12,269,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:26:37 UTC 2014,0.12,269,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:26:49 UTC 2014,0.12,39,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:27:00 UTC 2014,0.12,39,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:27:10 UTC 2014,0.12,39,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:27:21 UTC 2014,0.12,0,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:27:30 UTC 2014,0.12,0,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:27:41 UTC 2014,0.12,104,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:27:57 UTC 2014,0.12,104,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:28:07 UTC 2014,0.12,104,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:28:19 UTC 2014,0.12,104,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:28:29 UTC 2014,0.12,191,1,,
Wed Feb 12 17:28:38 UTC 2014,0.12,191,1,,
Wed Feb 12 17:28:44 UTC 2014,0.12,191,1,,
Wed Feb 12 17:28:55 UTC 2014,0.12,259,1,,
Wed Feb 12 17:29:08 UTC 2014,0.12,259,1,,
Wed Feb 12 17:29:17 UTC 2014,0.12,42,1,,
Wed Feb 12 17:29:34 UTC 2014,0.12,42,1,,
Wed Feb 12 17:29:49 UTC 2014,0.12,42,1,,
Wed Feb 12 17:29:59 UTC 2014,0.12,368,1,,
Wed Feb 12 17:30:12 UTC 2014,0.12,368,1,,
Wed Feb 12 17:30:19 UTC 2014,0.12,368,1,,
Wed Feb 12 17:30:25 UTC 2014,0.12,0,1,,
Wed Feb 12 17:30:38 UTC 2014,0.12,0,1,,
Wed Feb 12 17:30:48 UTC 2014,0.12,0,1,,
Wed Feb 12 17:31:01 UTC 2014,0.12,298,1,,
Wed Feb 12 17:31:10 UTC 2014,0.12,298,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:31:24 UTC 2014,0.12,25,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:31:34 UTC 2014,0.12,25,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:31:44 UTC 2014,0.12,200,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:31:54 UTC 2014,0.12,200,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:32:03 UTC 2014,0.12,200,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:32:19 UTC 2014,0.12,0,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:32:30 UTC 2014,0.12,0,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:32:40 UTC 2014,0.12,0,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:32:51 UTC 2014,0.12,0,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:33:00 UTC 2014,0.12,0,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:33:13 UTC 2014,0.12,0,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:33:22 UTC 2014,0.12,0,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:33:34 UTC 2014,0.12,0,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:33:47 UTC 2014,0.12,0,1,,
Wed Feb 12 17:34:01 UTC 2014,0.12,0,1,,
Wed Feb 12 17:34:11 UTC 2014,0.12,32,1,,
Wed Feb 12 17:34:23 UTC 2014,0.12,32,1,,
Wed Feb 12 17:34:31 UTC 2014,0.12,32,1,,
Wed Feb 12 17:34:39 UTC 2014,0.12,94,1,,
Wed Feb 12 17:34:48 UTC 2014,0.12,94,1,,
Wed Feb 12 17:34:55 UTC 2014,0.12,94,1,,
Wed Feb 12 17:35:02 UTC 2014,0.12,20,1,,
Wed Feb 12 17:35:12 UTC 2014,0.12,20,1,,
Wed Feb 12 17:35:25 UTC 2014,0.12,20,1,,
Wed Feb 12 17:35:37 UTC 2014,0.12,20,1,,
Wed Feb 12 17:35:47 UTC 2014,0.12,45,1,,
Wed Feb 12 17:36:02 UTC 2014,0.12,273,1,,
Wed Feb 12 17:36:11 UTC 2014,0.12,273,1,,
Wed Feb 12 17:36:26 UTC 2014,0.12,152,1,,
Wed Feb 12 17:36:38 UTC 2014,0.12,152,1,,
Wed Feb 12 17:36:52 UTC 2014,0.12,269,1,,
Wed Feb 12 17:37:00 UTC 2014,0.12,183,1,,
Wed Feb 12 17:37:19 UTC 2014,0.12,183,1,,
Wed Feb 12 17:37:26 UTC 2014,0.12,183,1,,
Wed Feb 12 17:37:41 UTC 2014,0.12,183,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:37:52 UTC 2014,0.12,298,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:38:01 UTC 2014,0.12,298,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:38:11 UTC 2014,0.12,286,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:38:22 UTC 2014,0.12,286,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:38:32 UTC 2014,0.12,308,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:38:48 UTC 2014,0.12,308,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:38:57 UTC 2014,0.12,345,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 17:39:08 UTC 2014,0.12,345,1,,
Wed Feb 12 17:39:14 UTC 2014,0.12,345,1,,
Wed Feb 12 17:39:21 UTC 2014,0.12,345,1,,
Wed Feb 12 17:39:33 UTC 2014,0.12,345,1,,
Wed Feb 12 17:39:43 UTC 2014,0.12,0,1,,
Wed Feb 12 17:39:59 UTC 2014,0.12,24,1,,
Wed Feb 12 17:40:04 UTC 2014,0.12,24,1,,
Wed Feb 12 17:40:12 UTC 2014,0.12,24,1,,
Wed Feb 12 17:40:18 UTC 2014,0.12,24,1,,
Wed Feb 12 17:40:27 UTC 2014,0.12,0,1,,
Wed Feb 12 17:40:38 UTC 2014,0.12,0,1,,
Wed Feb 12 17:40:49 UTC 2014,0.12,95,1,,
Wed Feb 12 17:40:56 UTC 2014,0.12,95,1,,
Wed Feb 12 17:41:12 UTC 2014,0.12,0,1,,
Wed Feb 12 17:41:27 UTC 2014,0.12,0,1,,
Wed Feb 12 17:41:37 UTC 2014,0.12,0,1,,
Wed Feb 12 17:41:47 UTC 2014,0.12,0,1,,
Wed Feb 12 17:42:03 UTC 2014,0.12,0,1,,
Wed Feb 12 17:42:09 UTC 2014,0.12,0,1,,
Wed Feb 12 17:42:23 UTC 2014,0.12,0,1,,
Wed Feb 12 17:42:32 UTC 2014,0.12,95,1,,
Wed Feb 12 17:42:43 UTC 2014,0.12,95,1,,
Wed Feb 12 17:42:54 UTC 2014,0.12,95,1,,
Wed Feb 12 17:43:05 UTC 2014,0.12,76,1,,
Wed Feb 12 17:43:21 UTC 2014,0.12,80,1,,
Wed Feb 12 17:43:36 UTC 2014,0.12,80,1,,
Wed Feb 12 17:43:43 UTC 2014,0.12,158,1,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 17:44:06 UTC 2014,0.12,158,1,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 17:44:16 UTC 2014,0.12,51,1,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 17:44:28 UTC 2014,0.12,51,1,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 17:44:40 UTC 2014,0.12,51,1,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 17:44:51 UTC 2014,0.12,44,1,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 17:45:01 UTC 2014,0.12,89,1,,
Wed Feb 12 17:45:17 UTC 2014,0.12,89,1,,
Wed Feb 12 17:45:33 UTC 2014,0.12,0,1,,
Wed Feb 12 17:45:46 UTC 2014,0.12,0,1,,
Wed Feb 12 17:46:00 UTC 2014,0.12,0,1,,
Wed Feb 12 17:46:06 UTC 2014,0.12,0,1,,
Wed Feb 12 17:46:21 UTC 2014,0.12,0,1,,
Wed Feb 12 17:46:27 UTC 2014,0.12,109,1,,
Wed Feb 12 17:46:34 UTC 2014,0.12,109,1,,
Wed Feb 12 17:46:42 UTC 2014,0.12,109,1,,
Wed Feb 12 17:46:58 UTC 2014,0.12,147,1,,
Wed Feb 12 17:47:10 UTC 2014,0.12,147,1,,
Wed Feb 12 17:47:16 UTC 2014,0.12,147,1,,
Wed Feb 12 17:47:24 UTC 2014,0.12,310,1,,
Wed Feb 12 17:47:41 UTC 2014,0.12,310,1,,
Wed Feb 12 17:47:53 UTC 2014,0.12,281,1,,
Wed Feb 12 17:48:03 UTC 2014,0.12,281,1,,
Wed Feb 12 17:48:10 UTC 2014,0.12,281,1,,
Wed Feb 12 17:48:15 UTC 2014,0.12,281,1,,
Wed Feb 12 17:48:24 UTC 2014,0.12,281,1,,
Wed Feb 12 17:48:41 UTC 2014,0.12,278,1,,
Wed Feb 12 17:48:51 UTC 2014,0.12,278,1,,
Wed Feb 12 17:49:03 UTC 2014,0.12,278,1,,
Wed Feb 12 17:49:18 UTC 2014,0.12,0,1,,
Wed Feb 12 17:49:28 UTC 2014,0.12,0,1,,
Wed Feb 12 17:49:38 UTC 2014,0.12,0,1,,
Wed Feb 12 17:49:54 UTC 2014,0.12,150,1,,
Wed Feb 12 17:50:01 UTC 2014,0.12,150,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:50:15 UTC 2014,0.12,150,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:50:25 UTC 2014,0.12,0,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:50:35 UTC 2014,0.12,0,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:50:46 UTC 2014,0.12,0,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:50:57 UTC 2014,0.12,0,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:51:07 UTC 2014,0.12,0,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:51:17 UTC 2014,0.12,0,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:51:27 UTC 2014,0.12,60,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:51:37 UTC 2014,0.12,60,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:51:49 UTC 2014,0.12,161,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:51:59 UTC 2014,0.12,161,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:52:08 UTC 2014,0.12,0,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:52:18 UTC 2014,0.12,0,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:52:27 UTC 2014,0.12,0,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:52:40 UTC 2014,0.12,0,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:52:56 UTC 2014,0.12,0,1,,
Wed Feb 12 17:53:10 UTC 2014,0.12,0,1,,
Wed Feb 12 17:53:16 UTC 2014,0.12,163,1,,
Wed Feb 12 17:53:29 UTC 2014,0.12,163,1,,
Wed Feb 12 17:53:36 UTC 2014,0.12,163,1,,
Wed Feb 12 17:53:47 UTC 2014,0.12,308,1,,
Wed Feb 12 17:54:04 UTC 2014,0.12,308,1,,
Wed Feb 12 17:54:12 UTC 2014,0.12,107,1,,
Wed Feb 12 17:54:29 UTC 2014,0.12,107,1,,
Wed Feb 12 17:54:36 UTC 2014,0.12,107,1,,
Wed Feb 12 17:54:50 UTC 2014,0.12,107,1,,
Wed Feb 12 17:54:57 UTC 2014,0.12,107,1,,
Wed Feb 12 17:55:10 UTC 2014,0.12,204,1,,
Wed Feb 12 17:55:29 UTC 2014,0.12,203,1,,
Wed Feb 12 17:55:43 UTC 2014,0.12,203,1,,
Wed Feb 12 17:55:54 UTC 2014,0.12,167,1,,
Wed Feb 12 17:56:02 UTC 2014,0.12,167,1,,
Wed Feb 12 17:56:17 UTC 2014,0.12,51,1,,
Wed Feb 12 17:56:30 UTC 2014,0.12,51,1,,
Wed Feb 12 17:56:44 UTC 2014,0.12,137,1,,
Wed Feb 12 17:56:53 UTC 2014,0.12,137,1,,
Wed Feb 12 17:57:08 UTC 2014,0.12,137,1,,
Wed Feb 12 17:57:17 UTC 2014,0.12,248,1,,
Wed Feb 12 17:57:26 UTC 2014,0.12,248,1,,
Wed Feb 12 17:57:33 UTC 2014,0.12,248,1,,
Wed Feb 12 17:57:41 UTC 2014,0.12,248,1,,
Wed Feb 12 17:57:48 UTC 2014,0.12,248,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
